#,Ítem,Nick,Ciudad / Región,Restricciones en el envío
1263,Warlords of Europe - First edition. Tradumaquetado. Impoluto. 0 partidas.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1264,Hegemonic - English first edition. Impoluto. 1 partida.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1265,Planet Steam - German first edition 2008. Impoluto. Sin estrenar.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1266,Might & Magic Heroes: The Board Game - English first edition. Estado OK. Proviene de mathrade. Sin usar.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1267,"At the Gates of Loyang - Z-Man Edition. Componentes perfectos. La caja sufrió un problema con agua. En la tapa ni se nota, en el fondo sí.",gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1268,Legacy: The Testament of Duke de Crecy - English first edition. Esquinas ligeramente rozadas. Interior OK.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1269,Diamonds Club - German first edition. Impoluto. Independiente del idioma. Incluyo reglas en castellano.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1270,Mercurius - English/Polish first edition. Estado: perfect.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1271,Campaign Commander Volume I: Roads to Stalingrad - Spanish First Edition. Proviene de mathrade. Sin usar.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1272,Kazaam First Edition. Impoluto. 3 partidas.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1273,Adel Verpflichtet - FX Schmid German Edition 1990 Alemán (independiente del idioma). Instrucciones en castellano. Estado: usado. Esquinas con algún roce..,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1274,Kenta - First Edition. Estado: Sin estrenar.,gepeto,Zaragoza,"Kiala, y si es imposible: se habla y se llega a un acuerdo."
1275,Aztlán - German first edition.Perfecto estado. Una partida. Cartas tradumaquetadas y enfundadas. Incluye reglamento en castellano.,jman3po,,kiala 
1276,Mount Everest - Perfecto estado.English/Polish first edition.REBEL.pl,jman3po,,kiala 
1277,PACK: Pack 1 Lewis & Clark (Perfecto estado. 1 partida.Castellano.) + Meuterer (Perfecto estado.German edition.Adlung-Spiele),jman3po,,kiala 
1278,PACK: Pack 2 La Villa (Perfecto estado. Dos partidas.Spanish first edition.Ludonova) + La Villa: Expansión clientes (Perfecto estado. Dos partidas.Spanish first edition.Ludonova) + Los colonos de Catán: El juego de cartas (Perfecto estado.Spanish edition.Devir),jman3po,,kiala 
1279,"PACK: Pack 3 Bohnanza de las galaxias (Precintado.Mercurio. Castellano.) + Godzilla: Stomp! (Precintado.) + Nautilus (Precintado.Multilingual first edition.Libellud) +Onirim (Perfecto estado. 1 partida. Caja de lata.Pegasus Spiele.Alemán.) + Terra (Precintado.Days of Wonder.Castellano, Inglés, Alemán, Francés.) + Ubongo: Das Kartenspiel (Precintado.KOSMOS. Alemán.)",jman3po,,kiala 
1280,"PACK: Pack 4 Adios Amigos (Precintado.Pegasus Spiele. Alemán/Inglés.) + Black Stories (Precintado.Spanish Edition.Gen-X Games) + Dive! Diver! Die!(Desprecintado. Sin destroquelar.Black Dove Games. Inglés.) + Krumble (Desprecintado. Sin destroquelar.English, French, German, Italian, Spanish)",jman3po,,kiala 
1281,Goblins Inc. De Czech Edition Games. Edición en inglés. Muy buen estado.,brontys,Barcelona,kiala
1282,El Señor de los Anillos. de Knizia. La nueva Edición en Castellano de Devir. Muy buen estado.,brontys,Barcelona,kiala
1283,Through the Ages. Edición en castellano de Homoludicus. Muy buen estado.,brontys,Barcelona,kiala
1284,Keltis.Edición en castellano de Devir. Muy buen estado.,brontys,Barcelona,kiala
1285,Havanna.Edición en alemán. Cartas tradumaquetadas al castellano con pegatinas. Muy buen estado.,brontys,Barcelona,kiala
1286,"Pack Battlelore. Battlelore 1a edición en inglés de Days of Wonder (muy buen estado, incluye ayudas de juego plastificadas) + Expansión For Troll and Country (se le nota el uso, sobre un poco rasgado) + Figura Hill Giant (sin loseta ni cartas) + figura Earth Elemental (sin loseta ni cartas) + Expansión Call To Arms (en perfecto estado)",brontys,Barcelona,kiala
1287,Cheaty Mages. Edición en inglés de AEG. En perfecto estado.,brontys,Barcelona,kiala
1288,"Panic Station. Edición en inglés de White Goblin. Incluye las cartas promocionales ""Survival Kit"". Perfecto estado.",brontys,Barcelona,kiala
1289,"Lote Fillers. Sobek (edición multilingüe de Asmodee, perfecto estado)+ Felix (edición en castellano de Edge, buen estado aunque bastante jugado)",brontys,Barcelona,kiala
1290,"Lote Gosu. Gosu (edición en inglés de Moonster Games, muy buen estado) + Gosu Kamakor (edición en inglés de Moonster Games, muy buen estado)",brontys,Barcelona,kiala
1291,"Elfenland (Edición Amigo, 2013. Independiente del idioma. Perfecto estado)",jsanfa,,
1292,"The Lord of the Rings: The Card Game (Edición Edge. Castellano. Cartas enfundadas, perfecto estado)",jsanfa,,
1293,"Age of Conan: The Strategy Board Game - Perfecto Estado,casi sin uso, versión en Español adjunto resumen de reglas muy detallado.",Dalanel,Murcia,kiala
1294,"Dark Darker Darkest - Perfecto estado solo destroquelado, sin usar.",Dalanel,Murcia,kiala
1295,"Dungeons & Dragons: The Fantasy Adventure Board Game - Buen estado, edición en inglés.",Dalanel,Murcia,kiala
1296,"Rune Age - Perfecto estado, nunca jugado, cartas enfundadas.",Dalanel,Murcia,kiala
1297,PACK: Pack1 Pizarro & Co. (Muy buen estado.) + Ubongo Mini (Buen estado.),Dalanel,Murcia,kiala
1298,"Belfort - Precintado, como nuevo.",Letálido,Barcelona,kiala
1299,"Grand Cru - 1 partida, como nuevo.",Letálido,Barcelona,kiala
1300,"Neuland - 1 partida, como nuevo.",Letálido,Barcelona,kiala
1301,"Pamplona: Viva San Fermín! - Precintado, como nuevo.",Letálido,Barcelona,kiala
1302,"Room 25 - Como nuevo, losetas enfundadas.",Letálido,Barcelona,kiala
1303,"Twin Tin Bots - Como nuevo, 2 partidas.",Letálido,Barcelona,kiala
1304,"Yedo - 1 partida, como nuevo.",Letálido,Barcelona,kiala
1305,PACK: Cranio Horse Fever (1 partida. Como nuevo.) + Sheepland (1 sola partida. Como nuevo.),Letálido,Barcelona,kiala
1306,PACK: Promos Snowdonia Snowdonia: Britannia Bridge + Snowdonia: Engine No1 L.A.D.A.S (Lost) Promo Card (Nuevas) + Snowdonia: Essen 2012 Promo Cards+ Snowdonia: The Daffodil Line (Como nuevas.),Letálido,Barcelona,kiala
1307,"PACK: little boxes Euphrat & Tigris: Wettstreit der Könige (Como nuevo, incluyo instruc. spanish.) + Timeline: Multi-thèmes (Precintado. Está en francés, pero es totalmente jugable (las imágenes hablan por sí solas))",Letálido,Barcelona,kiala
1308,"Age of Industry - Edición de Treefrog Games en inglés (2010). Edición limitada, numerada y firmada por el autor Martin Wallace, con fichas de trenes de madera. Falta un loan counter de $40, no necesario para el juego. Se incluyen mapas P&P de Great Lakes y USSR. Todo en perfecto estado.",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1309,"Byzantium - Edición de Warfrog Games en inglés (2005), independiente del idioma. En perfecto estado.",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1310,"Caylus Magna Carta - Edición de HUCH! & Friends en alemán (2007), independiente del idioma. Cartas enfundadas. En perfecto estado.",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1311,"Civilization - Edición de Avalon Hill en inglés (1982). Con señales de uso, y algunas fichas de cartón extraviadas (muy sencillo reponerlas).",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1312,"El Grande Decennial Edition - Edición de Rio Grande en inglés (2006). Cartas del básico tradumaquetadas (cuadros de texto impresos a color y fijados con cinta adhesiva, puedo mandar fotos a los interesados). En perfecto estado.",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1313,Polis: Fight for the Hegemony - Edición de Asylum Games en castellano (2012). En perfecto estado. Cartas enfundadas.,xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1314,Roma - Edición de Queen Games en castellano y otros idiomas (2005). Nuevo precintado.,xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1315,"T.E.G. II - Edición de Yetem en castellano (1984). Caja algo abollada, pero el resto en muy buen estado para tener 30 años. Faltan 6 fichas de ejércitos fáciles de reponer. Wargame argentino clásico.",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1316,Tempus - Edición de PS-Games en inglés (2006). En perfecto estado. Incluye reglamento impreso en castellano.,xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1317,"Warhammer Epic 40,000 - Edición de Games Workshop en castellano (1997). Faltan los reglamentos y varias miniaturas (mando listado y/o fotos a los interesados).",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1318,"ZÈRTZ - Edición de Don & Co. en castellano (1999). En perfecto estado, incluye bolsita de fichas de potenciales ZÈRTZ aún precintada.",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1319,PACK: AUTORES ESPAÑOLES El Capitán Alatriste (Edición de Devir en castellano (2002). A estrenar. Uno de los primeros juegos que editó Devir Iberia.) + Palacio de Viana (Edición de Jugamos Tod@s en castellano (2010). En perfecto estado.),xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1320,PACK: FAMILIARES La Gran Muralla China (Edición de Devir en castellano (2008). En perfecto estado.) + La Isla Prohibida (Edición de Devir en castellano (2011). En perfecto estado.) + The Pirates (Buccaneer) (Edición de Queen Games en castellano. En perfecto estado.),xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1321,"PACK: MEDIEVO ESPAÑOL Don Quixote (Edición de Pegasus Spiele en alemán (2010), independiente del idioma. En perfecto estado. Incluye reglamento en castellano impreso.) + Inquisitio (Edición de Tuonela Productions en inglés (2009), independiente del idioma. Perfecto estado. Incluye separador.) + Quadryx (Edición de Famosa en castellano (2002). A estrenar, bolsa de fichas precintada. Caja tocada y reparada con cinta adhesiva. Juego medieval español rescatado por el investigador Antonio José López)",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1322,"PACK: MICHAEL SCHACHT China (Edición de ABACUSSPIELE en inglés y otros idiomas (2005), independiente del idioma. A estrenar, cartas precintadas.) + China: The Embassies (Edición de ABACUSSPIELE en inglés y otros idiomas (2011). A estrenar, fichas sin destroquelar.) + Industria (Edición de Queen Games en francés (2003). Muy buen estado. Los textos del tablero y las losetas vienen originalmente en alemán, con una hoja de traducción.)",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1323,PACK: RIENECK/STADLER/FOLLET Los Pilares de la Tierra (Edición de Devir en castellano (2006). Perfecto estado.) + Los Pilares de la Tierra: La Expansión(Edición de Devir en castellano (2008). A estrenar. Descatalogado.) + Un Mundo sin Fin (Edición de Devir en castellano (2010). En perfecto estado.),xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1324,PACK: SHOGUN Shogun (Edición de Queen Games en castellano (2006). En perfecto estado.) + Shogun: Tenno's Court (Edición de Queen Games en castellano (2011). A estrenar.),xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1325,"PACK: WOLFGANG KRAMER Cavum (Edición de HUCH! & Friends en alemán (2009), independiente del idioma. A estrenar, tablero por desprecintar, fichas de cartón por destroquelar.) + Tribus: Tiembla la Pradera (Edición de Phalanx/Devir en castellano. La caja tiene una arista rota, y una de las losetas tiene un pelado en el reverso; por lo demás en buen estado.)",xabieret,Valencia,"kiala, si el receptor necesita otro método de envío, lo podemos hablar también"
1326,"Elasun: First city (edicion en Aleman, totalmente tradumaquetada. Solo jugado una vez, aunque la caja tiene solera, sin estar rota",edensc,,kiala
1327,"Hedgerow Hell: ASL Deluxe Module 2 (ingles) Sin destroquelar, la caja tiene señales del tiempo y un par de esquinas rotas, pero el juego está perfecto.",edensc,,kiala
1328,"San Juan (castellano) En perfecto estado, cartas enfundadas, con libreto de puntuación",edensc,,kiala
1329,PACK: Condotiero cartas muy jugado pero perfecto + Coup (precintado) + Intrigo (español solo jugado una vez) + Tangram (precintado),edensc,,kiala
1330,"Earth Reborn - Perfecto estado, se incluyen manuales castellano.",mT,,prefiere kiala
1331,"Catan Historia: La era del comercio - Edición Devir, perfecto estado",mT,,prefiere kiala
1332,"Giants – Edición Matagot, Perfecto estado.",mT,,prefiere kiala
1333,Soccer City – Perfecto estado.,mT,,prefiere kiala
1334,"PACK: Pack 1 Nightfall (Precintado, idioma ingles) + Ivanhoe (Precintado, idioma ingles)",mT,,prefiere kiala
1335,"PACK: Pack 2 Tinner’s Trail (Edición Viejo Tercio, como nuevo) + Rialto (Edición Ludonova, como nuevo) + Lobo (Morapiaf, como nuevo)",mT,,prefiere kiala
1336,20ème siècle - Precintado,mirodlo,,Correos
1337,Noblemen - Destroquelado. No jugado.,mirodlo,,Correos
1338,"Ascension: Chronicle of the Godslayer (pocas partidas, como nuevo, incluye Rat King promo).",Stuka,,prefiere kiala
1339,"Blood & Sand (abierto y destroquelado, sin uso, como nuevo).",Stuka,,prefiere kiala
1340,"Clash for a Continent (pocas partidas, perfecto estado, reglas en español).",Stuka,,prefiere kiala
1341,"Star Wars: Edición Guerras Clon (edición española, en perfecto estado, esquinas con leves señales de uso).",Stuka,,prefiere kiala
1342,"Vintage (precintado, multilenguaje).",Stuka,,prefiere kiala
1343,"War & Peace (AH, reglas en español. Con señales de uso. Caja algo gastada, envío fotos).",Stuka,,prefiere kiala
1344,"Luftwaffe (AH, reglas en español. Con señales de uso. Caja gastada, envío fotos).",Stuka,,prefiere kiala
1345,"Chickamauga & Chattanooga (abierto, sin destroquelar, nunca usado, reglas en español).",Stuka,,prefiere kiala
1346,"Rise of the Zombies! (como nuevo, usado sólo en solitario, reglas en español).",Stuka,,prefiere kiala
1347,"Texas Glory: 1835-36 (abierto, sin usar, sin destroquelar, reglas en español).",Stuka,,prefiere kiala
1348,"All Things Zombie (2-3 partidas, reglas en español, perfecto estado).",Stuka,,prefiere kiala
1349,"Pack Alpha: El Señor de los Anillos (Devir, 2-3 partidas, perfecto estado) + Aqua Romana (pocas partidas, perfecto estado, multilenguaje).",Stuka,,prefiere kiala
1350,"Pack Beta: Zombies!!! 4 + 5 + 6 (Edge, como nuevos, solo abiertos).",Stuka,,prefiere kiala
1351,"Pack Gamma: Mag·Blast (Edge, perfecto estado) + Street Soccer (perfecto estado) + Cartcassonne (Devir, perfecto estado).",Stuka,,prefiere kiala
1352,"Pack: Path of Glory + Player Guide. Ingles cartas enfundadas, bandeja de fichas y reglamento en español.",Odeon,,kiala y correos
1353,1960: The Making of the President - Perfecto estado. cartas enfundadas y traducción insertada en cada carta (no pegada),Varandian,,kiala o seur
1354,Agricola - Buen estado. Algunos signos de uso en la caja y las cartas,Varandian,,kiala o seur
1355,"Dominion - Perfecto estado, cartas enfundadas. La caja con algunos roces del uso.",Varandian,,kiala o seur
1356,Escape from Colditz - Muy buen estado teniendo en cuenta los años que tiene. Edición con tablero enorme. Mando fotos si estáis interesados,Varandian,,kiala o seur
1357,Puerto Rico - Perfecto estado. Edición en inglés.,Varandian,,kiala o seur
1358,Tobago - Perfecto estado. Como nuevo,Varandian,,kiala o seur
1359,"Twilight Struggle - Edición en inglés, cartas tradumaquetadas en castellano. Muy buen estado.",Varandian,,kiala o seur
1360,"Tzolk'in: The Mayan Calendar - Perfecto estado. Apenas 2 partidas jugadas. Edición en alemán, con reglamento imprimido a color en castellano.",Varandian,,kiala o seur
1361,"PACK: Euros Tempus (En perfecto estado, sin estrenar.) + Union Pacific (En perfecto estado. Una sola partida jugada. Manual imprimido en castellano. Independiente del idioma.)",Varandian,,kiala o seur
1362,"PACK: Ligeros Jungle Speed (En perfecto estado. Solo un par de partidas jugadas. Con su caja original, además de su bolsa de transporte. En castellano.) +Trogloditargh (Edición en castellano. En perfecto estado.)",Varandian,,kiala o seur
1363,PACK: Pack Zombies Zombies!!! (Usado pero en muy buen estado. En castellano.) + Zombies!!! 2: Ejército Zombie (Usado pero en perfecto estado. En castellano.) +Zombies!!! 4: El fin... (Usado pero en perfecto estado. En castellano.),Varandian,,kiala o seur
1364,"Axis & Allies Europe 1940 - Primera edición - Abierto, con un par de partidas solo.",t4zz,Granada,"MRW, probablemente"
1365,"Axis & Allies Pacific 1940 - Primera edición - Abierto, con un par de partidas solo.",t4zz,Granada,"MRW, probablemente"
1366,Combat Commander: Europe - Solo abierto.,t4zz,Granada,"MRW, probablemente"
1367,"Container - Abierto, con un par de partidas solo.",t4zz,Granada,"MRW, probablemente"
1368,"Dark Darker Darkest - Abierto, con un par de partidas solo.",t4zz,Granada,"MRW, probablemente"
1369,"Sorprendedores - Abierto, con un par de partidas solo.",t4zz,Granada,"MRW, probablemente"
1370,"Chinatown - Abierto, destroquelado, como nuevo.",albeitar,Granada,prefiere kiala
1371,Colosseum - Excelente estado. Pocas partidas. Adjunto reglamento es castellano,albeitar,Granada,prefiere kiala
1372,Cosmic Encounter - Una única partida. Caja con ligerísimo desgaste,albeitar,Granada,prefiere kiala
1373,"Descent: Viaje a las Tinieblas (Segunda Edición) - Como nuevo, Una única partida. Inserto de cartón pluma para clasificar todos lo componentes.",albeitar,Granada,prefiere kiala
1374,"El Hobbit - Solo abierto, nunca jugado",albeitar,Granada,prefiere kiala
1375,Fabrieksmanager - Como nuevo,albeitar,Granada,prefiere kiala
1376,High Frontier - Como nuevo. Nunca jugado.,albeitar,Granada,prefiere kiala
1377,"Quarto! - Abierto, nunca jugado",albeitar,Granada,prefiere kiala
1378,Sylla - Abierto pero sin destroquelar,albeitar,Granada,prefiere kiala
1379,"Beowulf: The Legend - Como nuevo, jugado una vez, cartas enfundadas",Bovelix,Barcelona,kiala
1380,"Blue Moon City - Jugado una vez, perfecto estado",Bovelix,Barcelona,kiala
1381,"Coney Island - Jugado una vez, perfecto estado",Bovelix,Barcelona,kiala
1382,"Diamonds Club - Sin jugarlo, perfecto estado",Bovelix,Barcelona,kiala
1383,Die Legenden von Andor - Sin jugar,Bovelix,Barcelona,kiala
1384,"Funny Friends - jugado una vez, perfecto estado",Bovelix,Barcelona,kiala
1385,"Fürstenfeld - Sin jugar, como nuevo",Bovelix,Barcelona,kiala
1386,"Goblins, Inc. - sin jugarlo, solo abierto",Bovelix,Barcelona,kiala
1387,"Leonardo da Vinci - Enfundado, jugado un par de veces, buen estado",Bovelix,Barcelona,kiala
1388,"Twin Tin Bots - jugado 2 veces, como nuevo",Bovelix,Barcelona,kiala
1389,"PACK: pack a dos Blue Moon (retractilado) + Caesar & Cleopatra (Jugado una vez, buen estado) + Odin's Ravens (jugado 4 veces)",Bovelix,Barcelona,kiala
1390,"PACK: pack euro Dschunke (Sin jugar, muy buen estado) + Hacienda (Sin jugar muy buen estado) + Walhalla (Sin jugarlo)",Bovelix,Barcelona,kiala
1391,"PACK: pack party Aargh!Tect (Jugado dos veces, buen estado) + GiftTRAP (Edición castellano. Tiene cuatro partidas, muy buen estado) + Las Vegas Quiz (una partida, una tarjeta de jugador un poco desgastada, pero perfectamente jugabl)",Bovelix,Barcelona,kiala
1392,Il Principe. Reglas fotocopiadas. Amigo Spiele. Jugado un par de veces. Buen estado.,jeromight,Albacete,kiala
1393,-El Grande Decenial Edition. Reglas fotocopiadas. Rio Grande. Las cartas más empleadas están bastante gastadas.,jeromight,Albacete,kiala
1394,-Die Drei Musketiere. Reglas fotocopiadas. Pegasus Spiele. Cartas tradumaquetadas. Nunca jugado. Buen estado.,jeromight,Albacete,kiala
1395,-Caylus. Reglas fotocopiadas. Ystari Games. Jugado una vez. Buen estado.,jeromight,Albacete,kiala
1396,-Troyes. Fotocopias. Pearl Games. Jugado una vez. Buen Estado.,jeromight,Albacete,kiala
1397,-Euphrates and Tigris Card Game. Reglas en español. Rio grande. Jugado una vez. Buen Estado.,jeromight,Albacete,kiala
1398,-Spartacus: un juego de sangre y traición. Edición Español. Jugado una vez. Buen Estado.,jeromight,Albacete,kiala
1399,-Miniatura Heroclix: Iron Man and War Machine #059 Web of Spiderman. Cartas y demás. Buen Estado.,jeromight,Albacete,kiala
1400,"-Lote STAR WARS X Wing sin desprecintar en inglés: 2 TIE PHAMTON, REBEL TRANSPORT y REBEL ACES.",jeromight,Albacete,kiala
1401,-Civilization. Edge. Español. Tokens en cajita. Inserto interno eliminado. Jugado un par de veces. Buen Estado.,jeromight,Albacete,kiala
1402,-Ninjato. Z MAN Games. Reglas en español. Jugado un par de veces. Buen Estado.,jeromight,Albacete,kiala
1403,-Wasabi!. Z Man Games. Reglas en español. Jugado un par de veces. Buen estado.,jeromight,Albacete,kiala
1404,OBJECTIVE KIEV: English. Juego completo revista C3i. Sin destroquelar. Perfecto estado.,hiruma,Barcelona,kiala
1405,ANTIKE DUELLUM: English. Cartas y reglamento en español tradumaquetados. Resto independiente del idioma. Muy buen estado.,hiruma,Barcelona,kiala
1406,BUSHIDO+TANIN (Expansión): English. Independiente del idioma. Destroquelado/s nunca jugado/s. Clasificado en bolsitas.Perfecto estado.,hiruma,Barcelona,kiala
1407,SPYRIUM: English. Independiente del idioma. Cartas enfundadas y clasificado. Perfecto estado.,hiruma,Barcelona,kiala
1408,GOSU 2 TACTICS: English. Independiente del idioma. Enfundado (fundas rígidas Ultra Pro) y en perfecto estado.,hiruma,Barcelona,kiala
1409,SPIRIT OF THE CENTURY(+pdf): Español. Perfecto estado. Juego de rol Pulp en estado puro.,hiruma,Barcelona,kiala
1410,MEGAPACK BABYLON 5 RPG: English. Muy buen estado.,hiruma,Barcelona,kiala
1411,"PACK OSPREY– ""Of gods and Mortals"" y ""Ronin: Skirmish wargames in the age of the Samurai"": English. Perfecto estado.",hiruma,Barcelona,kiala
1412,Alhambra: Family Box - En perfecto estado con instrucciones en español,Angaho,Málaga,Correos o kiala
1413,La Isla Prohibida - Ed.Devir. En perfecto estado.,Angaho,Málaga,Correos o kiala
1414,Le Havre: El Puerto Fluvial - Ed.Homoludicos. Precintado,Angaho,Málaga,Correos o kiala
1415,Livingstone - En perfecto estado con instrucciones en español,Angaho,Málaga,Correos o kiala
1416,Ora et Labora - Ed.Homoludicos. En perfecto estado.,Angaho,Málaga,Correos o kiala
1417,Yspahan - En perfecto estado con instrucciones en español,Angaho,Málaga,Correos o kiala
1418,Zombicide - Ed.Edge. En muy buen estado,Angaho,Málaga,Correos o kiala
1419,Blackbeard: The Golden Age of Piracy. GMT. Prácticamente nuevo y con reglamento en español.,Hill,,kiala o correos
1420,Conan: el juego de cartas - Destroquelado sin usar,H4t4k3,A Coruña,kiala
1421,Giants - Nunca jugado! Instrucciones en castellano incluidas.,H4t4k3,A Coruña,kiala
1422,"Juego de Tronos LCG - Destroquelado. Una partida, perfecto estado.",H4t4k3,A Coruña,kiala
1423,Juego de Tronos LCG - Sin destroquelar. Cartas precintadas.,H4t4k3,A Coruña,kiala
1424,Twilight Struggle - Nunca jugado. Proviene de la anterior Mathtrade.,H4t4k3,A Coruña,kiala
1425,PACK: Pack Netrunner Android: Netrunner (Siempre enfundado! Pocas partidas.) + Android: Netrunner – Creación y Control (Nunca jugado. A estrenar.) + Android: Netrunner – Cíber éxodo (Perfecto estado. En su caja.) + Android: Netrunner – Trace Amount (Perfecto estado. En su caja.) + Android: Netrunner – What Lies Ahead(Perfecto estado. En su caja.),H4t4k3,A Coruña,kiala
1426,Arkham Horror - solo una vez jugado,Rafamaradona,Barcelona,kiala
1427,Battles of Westeros - solo destroquelado,Rafamaradona,Barcelona,kiala
1428,Formula D - 1 partida,Rafamaradona,Barcelona,kiala
1429,Rex: Final Days of an Empire edición tradumaqueteada,Rafamaradona,Barcelona,kiala
1430,Star Wars: The Card Game solo 1 partida,Rafamaradona,Barcelona,kiala
1431,Wings of War: Famous Aces,Rafamaradona,Barcelona,kiala
1432,C'est moi le patron!,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1433,Dawn of the Zeds (Second edition) - Una partida,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1434,Eine Frage der Ähre - Sin destroquelar,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1435,Felinia - Solo destroquelado,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1436,Field Commander: Rommel -  Primera edición inglés. 3 partidas. Tapa ligeramente hundida por si eres quisquilloso pero buen estado.,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1437,Giants - sin destroquelar,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1438,Heroes of Metro City -  Destroquelado y nunca jugado. Incluye todas las promos de la campaña de Kickstarter. ,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1439,Il Principe - solo destroquelado,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1440,"Rune Age -  Componentes en prefecto estado, cartas enfundadas. En Español.",gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1441,"Sentinels of the Multiverse - Rediseño Marvel/DC ,+de 900 cartas incluye: Heroes: Batman,Punisher,Motorista fantasma,Cable,Hank Pym,Iron Man,Capitan America,Antorcha Humana,Hulk,Jean Grey,Picara,Tormenta Villanos: Deathstroke,Black Adams,Dormannu,Kingpin,Maestros del mal,Victoria hand,Kraven,Magneto,Ultron,Gata negra,Selene,Hiedra venenosa Entorno:Nuevo futuro,Ciudad Oscura,esculea profesor Xavier,Aperture Science,Tierra Salvaje,La Balsa,Wonderland",gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1442,Stronghold - Como nuevo,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1443,Sylla - Sin destroquelar,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1444,Vanuatu - como nuevo independiente del idioma,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1445,Waterloo: Napoleon's Last Battle - Sin destroquelar,gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1446,"PACK: Pack familiar   Dungeon Roll + Dungeon Roll: Hero Booster Pack #1 + Infinite City (Sin estrenar) + La Isla Prohibida (Perfecto estado,Edicion Española) + Mascarade (Edicion Francesa) + Room 25 (estado perfecto) + Saint Malo (1 partida) + The Great Dalmuti (0 partidas)",gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1447,"PACK: Pack league   League of Six (Solo destroquelado ,inseparable con la expansion) + League of Six: Loyal Retinue",gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
1448,PACK: napo   Napoleon's War II: The Gates of Moscow + Napoleon's War:  The 100 Days (Nuevo nunca jugado) + Napoleon's War: Battle Pack I (En la caja del basico),gaspode77,Córdoba,"Kiala ,para otro tipo de envio la diferencia la paga el que recibe el juego"
